"name","region","country","date","Value"
Recovered Cases,Middle East & North Africa,Tunisia,2021-03-23 00:00:00,399.0000
Recovered Cases,Europe & Central Asia,Turkey,2021-03-23 00:00:00,19201.0000
Recovered Cases,North America,US,2021-03-23 00:00:00,0.0000
Recovered Cases,Sub-Saharan Africa,Uganda,2021-03-23 00:00:00,6.0000
Recovered Cases,Europe & Central Asia,Ukraine,2021-03-23 00:00:00,8393.0000
Recovered Cases,Middle East & North Africa,United Arab Emirates,2021-03-23 00:00:00,2348.0000
Recovered Cases,Europe & Central Asia,United Kingdom,2021-03-23 00:00:00,158.0000
Recovered Cases,Latin America & The Caribbean,Uruguay,2021-03-23 00:00:00,1389.0000
Recovered Cases,Europe & Central Asia,Uzbekistan,2021-03-23 00:00:00,161.0000
Recovered Cases,East Asia & Pacific,Vanuatu,2021-03-23 00:00:00,0.0000
Recovered Cases,Latin America & The Caribbean,Venezuela,2021-03-23 00:00:00,0.0000
Recovered Cases,East Asia & Pacific,Vietnam,2021-03-23 00:00:00,13.0000
Recovered Cases,Middle East & North Africa,West Bank and Gaza,2021-03-23 00:00:00,1710.0000
Recovered Cases,Middle East & North Africa,Yemen,2021-03-23 00:00:00,20.0000
Recovered Cases,Sub-Saharan Africa,Zambia,2021-03-23 00:00:00,159.0000
Recovered Cases,Sub-Saharan Africa,Zimbabwe,2021-03-23 00:00:00,132.0000
Confirmed Cases,East Asia & Pacific,Laos,2021-03-24 00:00:00,0.0000
Death Cases,Europe & Central Asia,Italy,2021-03-24 00:00:00,460.0000
Death Cases,Middle East & North Africa,Israel,2021-03-24 00:00:00,32.0000
Death Cases,Europe & Central Asia,Ireland,2021-03-24 00:00:00,18.0000
Death Cases,Middle East & North Africa,Iraq,2021-03-24 00:00:00,29.0000
Death Cases,Middle East & North Africa,Iran,2021-03-24 00:00:00,94.0000
Death Cases,East Asia & Pacific,Indonesia,2021-03-24 00:00:00,118.0000
Death Cases,South Asia,India,2021-03-24 00:00:00,251.0000
Death Cases,Europe & Central Asia,Iceland,2021-03-24 00:00:00,0.0000
Death Cases,Europe & Central Asia,Hungary,2021-03-24 00:00:00,249.0000
Death Cases,Latin America & The Caribbean,Honduras,2021-03-24 00:00:00,17.0000
Death Cases,Europe & Central Asia,Holy See,2021-03-24 00:00:00,0.0000
Death Cases,Latin America & The Caribbean,Haiti,2021-03-24 00:00:00,0.0000
Death Cases,Latin America & The Caribbean,Guyana,2021-03-24 00:00:00,2.0000
Death Cases,Sub-Saharan Africa,Guinea-Bissau,2021-03-24 00:00:00,0.0000
Death Cases,Sub-Saharan Africa,Guinea,2021-03-24 00:00:00,0.0000
Death Cases,Latin America & The Caribbean,Guatemala,2021-03-24 00:00:00,19.0000
Death Cases,Latin America & The Caribbean,Grenada,2021-03-24 00:00:00,0.0000
Death Cases,Europe & Central Asia,Greece,2021-03-24 00:00:00,67.0000
Death Cases,Sub-Saharan Africa,Ghana,2021-03-24 00:00:00,0.0000
Death Cases,Europe & Central Asia,Germany,2021-03-24 00:00:00,229.0000
Death Cases,Europe & Central Asia,Georgia,2021-03-24 00:00:00,8.0000
Death Cases,Sub-Saharan Africa,Gambia,2021-03-24 00:00:00,0.0000
Death Cases,Sub-Saharan Africa,Gabon,2021-03-24 00:00:00,1.0000
Death Cases,Europe & Central Asia,France,2021-03-24 00:00:00,246.0000
Death Cases,Europe & Central Asia,Finland,2021-03-24 00:00:00,1.0000
Death Cases,East Asia & Pacific,Fiji,2021-03-24 00:00:00,0.0000
Death Cases,Sub-Saharan Africa,Ethiopia,2021-03-24 00:00:00,25.0000
Death Cases,Sub-Saharan Africa,Eswatini,2021-03-24 00:00:00,1.0000
Death Cases,Europe & Central Asia,Estonia,2021-03-24 00:00:00,14.0000
Death Cases,Sub-Saharan Africa,Eritrea,2021-03-24 00:00:00,1.0000
Death Cases,Sub-Saharan Africa,Equatorial Guinea,2021-03-24 00:00:00,1.0000
Death Cases,Latin America & The Caribbean,El Salvador,2021-03-24 00:00:00,4.0000
Death Cases,Middle East & North Africa,Egypt,2021-03-24 00:00:00,40.0000
Death Cases,Latin America & The Caribbean,Ecuador,2021-03-24 00:00:00,36.0000
Death Cases,Latin America & The Caribbean,Dominican Republic,2021-03-24 00:00:00,6.0000
Death Cases,Latin America & The Caribbean,Dominica,2021-03-24 00:00:00,0.0000
Death Cases,Middle East & North Africa,Djibouti,2021-03-24 00:00:00,0.0000
Death Cases,Europe & Central Asia,Denmark,2021-03-24 00:00:00,1.0000
Death Cases,Europe & Central Asia,Czechia,2021-03-24 00:00:00,203.0000
Death Cases,Europe & Central Asia,Cyprus,2021-03-24 00:00:00,2.0000
Death Cases,Latin America & The Caribbean,Cuba,2021-03-24 00:00:00,4.0000
Death Cases,Europe & Central Asia,Croatia,2021-03-24 00:00:00,20.0000
Death Cases,Sub-Saharan Africa,Cote d'Ivoire,2021-03-24 00:00:00,2.0000
Death Cases,Latin America & The Caribbean,Costa Rica,2021-03-24 00:00:00,0.0000
Death Cases,Sub-Saharan Africa,Congo (Kinshasa),2021-03-24 00:00:00,0.0000
Death Cases,Sub-Saharan Africa,Congo (Brazzaville),2021-03-24 00:00:00,1.0000
Death Cases,Sub-Saharan Africa,Comoros,2021-03-24 00:00:00,0.0000
Death Cases,Latin America & The Caribbean,Colombia,2021-03-24 00:00:00,120.0000
Death Cases,East Asia & Pacific,China,2021-03-24 00:00:00,0.0000
Death Cases,Latin America & The Caribbean,Chile,2021-03-24 00:00:00,18.0000
Death Cases,Sub-Saharan Africa,Chad,2021-03-24 00:00:00,0.0000
Death Cases,Sub-Saharan Africa,Central African Republic,2021-03-24 00:00:00,0.0000
Death Cases,North America,Canada,2021-03-24 00:00:00,24.0000
Death Cases,Sub-Saharan Africa,Cameroon,2021-03-24 00:00:00,0.0000
Death Cases,East Asia & Pacific,Cambodia,2021-03-24 00:00:00,0.0000
Death Cases,Sub-Saharan Africa,Cabo Verde,2021-03-24 00:00:00,0.0000
Death Cases,Sub-Saharan Africa,Burundi,2021-03-24 00:00:00,0.0000
Death Cases,Sub-Saharan Africa,Burma,2021-03-24 00:00:00,0.0000
Death Cases,Sub-Saharan Africa,Burkina Faso,2021-03-24 00:00:00,0.0000
Death Cases,Europe & Central Asia,Bulgaria,2021-03-24 00:00:00,106.0000
Death Cases,East Asia & Pacific,Brunei,2021-03-24 00:00:00,0.0000
Death Cases,Latin America & The Caribbean,Brazil,2021-03-24 00:00:00,2009.0000
Death Cases,Sub-Saharan Africa,Botswana,2021-03-24 00:00:00,0.0000
Death Cases,Latin America & The Caribbean,Bosnia and Herzegovina,2021-03-24 00:00:00,62.0000
Death Cases,Latin America & The Caribbean,Bolivia,2021-03-24 00:00:00,14.0000
Death Cases,South Asia,Bhutan,2021-03-24 00:00:00,0.0000
Death Cases,Sub-Saharan Africa,Benin,2021-03-24 00:00:00,0.0000
Death Cases,Latin America & The Caribbean,Belize,2021-03-24 00:00:00,1.0000
Death Cases,Europe & Central Asia,Belgium,2021-03-24 00:00:00,23.0000
Death Cases,Europe & Central Asia,Belarus,2021-03-24 00:00:00,9.0000
Death Cases,Latin America & The Caribbean,Barbados,2021-03-24 00:00:00,0.0000
Death Cases,South Asia,Bangladesh,2021-03-24 00:00:00,25.0000
Death Cases,Middle East & North Africa,Bahrain,2021-03-24 00:00:00,4.0000
Death Cases,Latin America & The Caribbean,Bahamas,2021-03-24 00:00:00,0.0000
Death Cases,Europe & Central Asia,Azerbaijan,2021-03-24 00:00:00,20.0000
Death Cases,Europe & Central Asia,Austria,2021-03-24 00:00:00,30.0000
Death Cases,East Asia & Pacific,Australia,2021-03-24 00:00:00,0.0000
Death Cases,Europe & Central Asia,Armenia,2021-03-24 00:00:00,14.0000
Death Cases,Latin America & The Caribbean,Argentina,2021-03-24 00:00:00,123.0000
Death Cases,Latin America & The Caribbean,Antigua and Barbuda,2021-03-24 00:00:00,0.0000
Death Cases,Sub-Saharan Africa,Angola,2021-03-24 00:00:00,2.0000
Death Cases,Europe & Central Asia,Andorra,2021-03-24 00:00:00,1.0000
Death Cases,Middle East & North Africa,Algeria,2021-03-24 00:00:00,3.0000
Death Cases,Europe & Central Asia,Albania,2021-03-24 00:00:00,15.0000
Death Cases,South Asia,Afghanistan,2021-03-24 00:00:00,0.0000
Confirmed Cases,Europe & Central Asia,Latvia,2021-03-24 00:00:00,776.0000
Confirmed Cases,Middle East & North Africa,Lebanon,2021-03-24 00:00:00,3856.0000
Confirmed Cases,Sub-Saharan Africa,Lesotho,2021-03-24 00:00:00,1.0000
Confirmed Cases,Sub-Saharan Africa,Liberia,2021-03-24 00:00:00,0.0000
Confirmed Cases,Middle East & North Africa,Libya,2021-03-24 00:00:00,909.0000
Confirmed Cases,Europe & Central Asia,Liechtenstein,2021-03-24 00:00:00,2.0000
Confirmed Cases,Europe & Central Asia,Lithuania,2021-03-24 00:00:00,809.0000
Confirmed Cases,Europe & Central Asia,Luxembourg,2021-03-24 00:00:00,245.0000
Confirmed Cases,Sub-Saharan Africa,Madagascar,2021-03-24 00:00:00,162.0000
Confirmed Cases,Sub-Saharan Africa,Malawi,2021-03-24 00:00:00,31.0000
Confirmed Cases,East Asia & Pacific,Malaysia,2021-03-24 00:00:00,1268.0000
Confirmed Cases,South Asia,Maldives,2021-03-24 00:00:00,139.0000
Confirmed Cases,Sub-Saharan Africa,Mali,2021-03-24 00:00:00,103.0000
Confirmed Cases,Middle East & North Africa,Malta,2021-03-24 00:00:00,101.0000
Confirmed Cases,East Asia & Pacific,Marshall Islands,2021-03-24 00:00:00,0.0000
Confirmed Cases,Sub-Saharan Africa,Mauritania,2021-03-24 00:00:00,32.0000
Confirmed Cases,Sub-Saharan Africa,Mauritius,2021-03-24 00:00:00,24.0000
Confirmed Cases,Latin America & The Caribbean,Mexico,2021-03-24 00:00:00,5714.0000
Confirmed Cases,East Asia & Pacific,Micronesia,2021-03-24 00:00:00,0.0000
Confirmed Cases,Europe & Central Asia,Moldova,2021-03-24 00:00:00,2273.0000
Confirmed Cases,Europe & Central Asia,Monaco,2021-03-24 00:00:00,11.0000
Confirmed Cases,East Asia & Pacific,Mongolia,2021-03-24 00:00:00,285.0000
Confirmed Cases,Europe & Central Asia,Montenegro,2021-03-24 00:00:00,434.0000
Confirmed Cases,Middle East & North Africa,Morocco,2021-03-24 00:00:00,439.0000
Confirmed Cases,Sub-Saharan Africa,Mozambique,2021-03-24 00:00:00,153.0000
Confirmed Cases,Sub-Saharan Africa,Namibia,2021-03-24 00:00:00,93.0000
Confirmed Cases,South Asia,Nepal,2021-03-24 00:00:00,145.0000
Confirmed Cases,Europe & Central Asia,Netherlands,2021-03-24 00:00:00,7918.0000
Confirmed Cases,East Asia & Pacific,New Zealand,2021-03-24 00:00:00,6.0000
Confirmed Cases,Latin America & The Caribbean,Nicaragua,2021-03-24 00:00:00,0.0000
Confirmed Cases,Sub-Saharan Africa,Niger,2021-03-24 00:00:00,0.0000
Confirmed Cases,Sub-Saharan Africa,Nigeria,2021-03-24 00:00:00,102.0000
Confirmed Cases,Europe & Central Asia,North Macedonia,2021-03-24 00:00:00,1345.0000
Confirmed Cases,Europe & Central Asia,Norway,2021-03-24 00:00:00,984.0000
Confirmed Cases,Middle East & North Africa,Oman,2021-03-24 00:00:00,741.0000
Confirmed Cases,South Asia,Pakistan,2021-03-24 00:00:00,3946.0000
Confirmed Cases,Latin America & The Caribbean,Panama,2021-03-24 00:00:00,415.0000
Confirmed Cases,East Asia & Pacific,Papua New Guinea,2021-03-24 00:00:00,351.0000
Confirmed Cases,Latin America & The Caribbean,Paraguay,2021-03-24 00:00:00,2688.0000
Confirmed Cases,Latin America & The Caribbean,Peru,2021-03-24 00:00:00,0.0000
Confirmed Cases,East Asia & Pacific,Philippines,2021-03-24 00:00:00,6658.0000
Confirmed Cases,Europe & Central Asia,Poland,2021-03-24 00:00:00,30802.0000
Confirmed Cases,Europe & Central Asia,Portugal,2021-03-24 00:00:00,575.0000
Confirmed Cases,Middle East & North Africa,Qatar,2021-03-24 00:00:00,570.0000
Confirmed Cases,Europe & Central Asia,Romania,2021-03-24 00:00:00,6136.0000
Confirmed Cases,Europe & Central Asia,Russia,2021-03-24 00:00:00,8769.0000
Confirmed Cases,Sub-Saharan Africa,Rwanda,2021-03-24 00:00:00,131.0000
Confirmed Cases,Latin America & The Caribbean,Saint Kitts and Nevis,2021-03-24 00:00:00,0.0000
Confirmed Cases,Latin America & The Caribbean,Saint Lucia,2021-03-24 00:00:00,12.0000
Confirmed Cases,Latin America & The Caribbean,Saint Vincent and the Grenadines,2021-03-24 00:00:00,7.0000
Confirmed Cases,East Asia & Pacific,Samoa,2021-03-24 00:00:00,0.0000
Confirmed Cases,Europe & Central Asia,San Marino,2021-03-24 00:00:00,52.0000
Confirmed Cases,Sub-Saharan Africa,Sao Tome and Principe,2021-03-24 00:00:00,15.0000
Confirmed Cases,Middle East & North Africa,Saudi Arabia,2021-03-24 00:00:00,466.0000
Confirmed Cases,Sub-Saharan Africa,Senegal,2021-03-24 00:00:00,176.0000
Confirmed Cases,Europe & Central Asia,Serbia,2021-03-24 00:00:00,5297.0000
Confirmed Cases,Sub-Saharan Africa,Seychelles,2021-03-24 00:00:00,84.0000
Confirmed Cases,Sub-Saharan Africa,Sierra Leone,2021-03-24 00:00:00,4.0000
Confirmed Cases,East Asia & Pacific,Singapore,2021-03-24 00:00:00,15.0000
Confirmed Cases,Europe & Central Asia,Slovakia,2021-03-24 00:00:00,1977.0000
Confirmed Cases,Europe & Central Asia,Slovenia,2021-03-24 00:00:00,1290.0000
Confirmed Cases,East Asia & Pacific,Solomon Islands,2021-03-24 00:00:00,0.0000
Confirmed Cases,Sub-Saharan Africa,Somalia,2021-03-24 00:00:00,0.0000
Confirmed Cases,Sub-Saharan Africa,South Africa,2021-03-24 00:00:00,1048.0000
Confirmed Cases,Sub-Saharan Africa,South Sudan,2021-03-24 00:00:00,50.0000
Confirmed Cases,Europe & Central Asia,Spain,2021-03-24 00:00:00,0.0000
Confirmed Cases,South Asia,Sri Lanka,2021-03-24 00:00:00,253.0000
Confirmed Cases,Sub-Saharan Africa,Sudan,2021-03-24 00:00:00,135.0000
Confirmed Cases,Latin America & The Caribbean,Suriname,2021-03-24 00:00:00,3.0000
Confirmed Cases,Europe & Central Asia,Sweden,2021-03-24 00:00:00,7649.0000
Confirmed Cases,Europe & Central Asia,Switzerland,2021-03-24 00:00:00,2022.0000
Confirmed Cases,Middle East & North Africa,Syria,2021-03-24 00:00:00,153.0000
Confirmed Cases,East Asia & Pacific,Taiwan,2021-03-24 00:00:00,2.0000
Confirmed Cases,Europe & Central Asia,Tajikistan,2021-03-24 00:00:00,0.0000
Confirmed Cases,Sub-Saharan Africa,Tanzania,2021-03-24 00:00:00,0.0000
Confirmed Cases,East Asia & Pacific,Thailand,2021-03-24 00:00:00,97.0000
Confirmed Cases,East Asia & Pacific,Timor-Leste,2021-03-24 00:00:00,21.0000
Confirmed Cases,Sub-Saharan Africa,Togo,2021-03-24 00:00:00,0.0000
Confirmed Cases,Latin America & The Caribbean,Trinidad and Tobago,2021-03-24 00:00:00,38.0000
Confirmed Cases,Middle East & North Africa,Tunisia,2021-03-24 00:00:00,747.0000
Confirmed Cases,Europe & Central Asia,Turkey,2021-03-24 00:00:00,29762.0000
Confirmed Cases,North America,US,2021-03-24 00:00:00,86950.0000
Confirmed Cases,Sub-Saharan Africa,Uganda,2021-03-24 00:00:00,0.0000
Confirmed Cases,Europe & Central Asia,Ukraine,2021-03-24 00:00:00,14266.0000
Confirmed Cases,Middle East & North Africa,United Arab Emirates,2021-03-24 00:00:00,2196.0000
Confirmed Cases,Europe & Central Asia,United Kingdom,2021-03-24 00:00:00,5626.0000
Confirmed Cases,Latin America & The Caribbean,Uruguay,2021-03-24 00:00:00,1805.0000
Confirmed Cases,Europe & Central Asia,Uzbekistan,2021-03-24 00:00:00,0.0000
Confirmed Cases,East Asia & Pacific,Vanuatu,2021-03-24 00:00:00,0.0000
Confirmed Cases,Latin America & The Caribbean,Venezuela,2021-03-24 00:00:00,807.0000
Confirmed Cases,East Asia & Pacific,Vietnam,2021-03-24 00:00:00,1.0000
Confirmed Cases,Middle East & North Africa,West Bank and Gaza,2021-03-24 00:00:00,2032.0000
Confirmed Cases,Middle East & North Africa,Yemen,2021-03-24 00:00:00,91.0000
Confirmed Cases,Sub-Saharan Africa,Zambia,2021-03-24 00:00:00,214.0000
Confirmed Cases,Sub-Saharan Africa,Zimbabwe,2021-03-24 00:00:00,32.0000
Death Cases,Sub-Saharan Africa,Zambia,2021-03-24 00:00:00,2.0000
Recovered Cases,East Asia & Pacific,Micronesia,2021-03-24 00:00:00,0.0000
Recovered Cases,Europe & Central Asia,Moldova,2021-03-24 00:00:00,1932.0000
Recovered Cases,Europe & Central Asia,Monaco,2021-03-24 00:00:00,10.0000
Recovered Cases,East Asia & Pacific,Mongolia,2021-03-24 00:00:00,97.0000
Recovered Cases,Europe & Central Asia,Montenegro,2021-03-24 00:00:00,644.0000
Recovered Cases,Middle East & North Africa,Morocco,2021-03-24 00:00:00,507.0000
Recovered Cases,Sub-Saharan Africa,Mozambique,2021-03-24 00:00:00,615.0000
Recovered Cases,Sub-Saharan Africa,Namibia,2021-03-24 00:00:00,282.0000
Recovered Cases,South Asia,Nepal,2021-03-24 00:00:00,90.0000
Recovered Cases,Europe & Central Asia,Netherlands,2021-03-24 00:00:00,89.0000
Recovered Cases,East Asia & Pacific,New Zealand,2021-03-24 00:00:00,2.0000
Recovered Cases,Latin America & The Caribbean,Nicaragua,2021-03-24 00:00:00,0.0000
Recovered Cases,Sub-Saharan Africa,Niger,2021-03-24 00:00:00,0.0000
Recovered Cases,Sub-Saharan Africa,Nigeria,2021-03-24 00:00:00,196.0000
Recovered Cases,Europe & Central Asia,North Macedonia,2021-03-24 00:00:00,451.0000
Recovered Cases,Europe & Central Asia,Norway,2021-03-24 00:00:00,0.0000
Recovered Cases,Middle East & North Africa,Oman,2021-03-24 00:00:00,374.0000
Recovered Cases,South Asia,Pakistan,2021-03-24 00:00:00,2747.0000
Recovered Cases,Latin America & The Caribbean,Panama,2021-03-24 00:00:00,481.0000
Recovered Cases,East Asia & Pacific,Papua New Guinea,2021-03-24 00:00:00,0.0000
Recovered Cases,Latin America & The Caribbean,Paraguay,2021-03-24 00:00:00,1522.0000
Recovered Cases,Latin America & The Caribbean,Peru,2021-03-24 00:00:00,8787.0000
Recovered Cases,East Asia & Pacific,Philippines,2021-03-24 00:00:00,1057.0000
Recovered Cases,Europe & Central Asia,Poland,2021-03-24 00:00:00,13971.0000
Recovered Cases,Europe & Central Asia,Portugal,2021-03-24 00:00:00,752.0000
Recovered Cases,Middle East & North Africa,Qatar,2021-03-24 00:00:00,377.0000
Recovered Cases,Europe & Central Asia,Romania,2021-03-24 00:00:00,5617.0000
Recovered Cases,Europe & Central Asia,Russia,2021-03-24 00:00:00,9987.0000
Recovered Cases,Sub-Saharan Africa,Rwanda,2021-03-24 00:00:00,131.0000
Recovered Cases,Latin America & The Caribbean,Saint Kitts and Nevis,2021-03-24 00:00:00,0.0000
Recovered Cases,Latin America & The Caribbean,Saint Lucia,2021-03-24 00:00:00,14.0000
Recovered Cases,Latin America & The Caribbean,Saint Vincent and the Grenadines,2021-03-24 00:00:00,8.0000
Recovered Cases,East Asia & Pacific,Samoa,2021-03-24 00:00:00,0.0000
Recovered Cases,Europe & Central Asia,San Marino,2021-03-24 00:00:00,40.0000
Recovered Cases,Sub-Saharan Africa,Sao Tome and Principe,2021-03-24 00:00:00,16.0000
Recovered Cases,Middle East & North Africa,Saudi Arabia,2021-03-24 00:00:00,306.0000
Recovered Cases,Sub-Saharan Africa,Senegal,2021-03-24 00:00:00,329.0000
Recovered Cases,Europe & Central Asia,Serbia,2021-03-24 00:00:00,0.0000
Recovered Cases,Sub-Saharan Africa,Seychelles,2021-03-24 00:00:00,161.0000
Recovered Cases,Sub-Saharan Africa,Sierra Leone,2021-03-24 00:00:00,4.0000
Recovered Cases,East Asia & Pacific,Singapore,2021-03-24 00:00:00,15.0000
Recovered Cases,Europe & Central Asia,Slovakia,2021-03-24 00:00:00,0.0000
Recovered Cases,Europe & Central Asia,Slovenia,2021-03-24 00:00:00,944.0000
Recovered Cases,East Asia & Pacific,Solomon Islands,2021-03-24 00:00:00,0.0000
Recovered Cases,Sub-Saharan Africa,Somalia,2021-03-24 00:00:00,0.0000
Recovered Cases,Sub-Saharan Africa,South Africa,2021-03-24 00:00:00,1391.0000
Recovered Cases,Sub-Saharan Africa,South Sudan,2021-03-24 00:00:00,0.0000
Recovered Cases,Europe & Central Asia,Spain,2021-03-24 00:00:00,0.0000
Recovered Cases,South Asia,Sri Lanka,2021-03-24 00:00:00,324.0000
Recovered Cases,Sub-Saharan Africa,Sudan,2021-03-24 00:00:00,132.0000
Recovered Cases,Latin America & The Caribbean,Suriname,2021-03-24 00:00:00,4.0000
Recovered Cases,Europe & Central Asia,Sweden,2021-03-24 00:00:00,0.0000
Recovered Cases,Europe & Central Asia,Switzerland,2021-03-24 00:00:00,0.0000
Recovered Cases,Middle East & North Africa,Syria,2021-03-24 00:00:00,113.0000
Recovered Cases,East Asia & Pacific,Taiwan,2021-03-24 00:00:00,0.0000
Recovered Cases,Europe & Central Asia,Tajikistan,2021-03-24 00:00:00,0.0000
Recovered Cases,Sub-Saharan Africa,Tanzania,2021-03-24 00:00:00,0.0000
Recovered Cases,East Asia & Pacific,Thailand,2021-03-24 00:00:00,0.0000
Recovered Cases,East Asia & Pacific,Timor-Leste,2021-03-24 00:00:00,1.0000
Recovered Cases,Sub-Saharan Africa,Togo,2021-03-24 00:00:00,0.0000
Recovered Cases,Latin America & The Caribbean,Trinidad and Tobago,2021-03-24 00:00:00,2.0000
Recovered Cases,Middle East & North Africa,Tunisia,2021-03-24 00:00:00,464.0000
Recovered Cases,Europe & Central Asia,Turkey,2021-03-24 00:00:00,17761.0000
Recovered Cases,North America,US,2021-03-24 00:00:00,0.0000
Recovered Cases,Sub-Saharan Africa,Uganda,2021-03-24 00:00:00,0.0000
Recovered Cases,Europe & Central Asia,Ukraine,2021-03-24 00:00:00,7754.0000
Recovered Cases,Middle East & North Africa,United Arab Emirates,2021-03-24 00:00:00,2385.0000
Recovered Cases,Europe & Central Asia,United Kingdom,2021-03-24 00:00:00,14.0000
Recovered Cases,Latin America & The Caribbean,Uruguay,2021-03-24 00:00:00,1216.0000
Recovered Cases,Europe & Central Asia,Uzbekistan,2021-03-24 00:00:00,0.0000
Recovered Cases,East Asia & Pacific,Vanuatu,2021-03-24 00:00:00,0.0000
Recovered Cases,Latin America & The Caribbean,Venezuela,2021-03-24 00:00:00,1121.0000
Recovered Cases,East Asia & Pacific,Vietnam,2021-03-24 00:00:00,19.0000
Recovered Cases,Middle East & North Africa,West Bank and Gaza,2021-03-24 00:00:00,1665.0000
Recovered Cases,Middle East & North Africa,Yemen,2021-03-24 00:00:00,11.0000
Recovered Cases,Sub-Saharan Africa,Zambia,2021-03-24 00:00:00,139.0000
Recovered Cases,Sub-Saharan Africa,Zimbabwe,2021-03-24 00:00:00,29.0000
Death Cases,Sub-Saharan Africa,Zimbabwe,2021-03-24 00:00:00,0.0000
Death Cases,Middle East & North Africa,Yemen,2021-03-24 00:00:00,15.0000
Death Cases,Middle East & North Africa,West Bank and Gaza,2021-03-24 00:00:00,23.0000
Death Cases,East Asia & Pacific,Vietnam,2021-03-24 00:00:00,0.0000
Death Cases,Latin America & The Caribbean,Venezuela,2021-03-24 00:00:00,10.0000
Death Cases,East Asia & Pacific,Vanuatu,2021-03-24 00:00:00,0.0000
Death Cases,Europe & Central Asia,Uzbekistan,2021-03-24 00:00:00,0.0000
Death Cases,Latin America & The Caribbean,Uruguay,2021-03-24 00:00:00,16.0000
Death Cases,Europe & Central Asia,United Kingdom,2021-03-24 00:00:00,98.0000
Death Cases,Middle East & North Africa,United Arab Emirates,2021-03-24 00:00:00,5.0000
Death Cases,Europe & Central Asia,Ukraine,2021-03-24 00:00:00,350.0000
Death Cases,Sub-Saharan Africa,Uganda,2021-03-24 00:00:00,0.0000
Death Cases,North America,US,2021-03-24 00:00:00,1456.0000
Death Cases,Europe & Central Asia,Turkey,2021-03-24 00:00:00,146.0000
Death Cases,Middle East & North Africa,Tunisia,2021-03-24 00:00:00,27.0000
Death Cases,Latin America & The Caribbean,Trinidad and Tobago,2021-03-24 00:00:00,0.0000
Death Cases,Sub-Saharan Africa,Togo,2021-03-24 00:00:00,0.0000
Death Cases,East Asia & Pacific,Timor-Leste,2021-03-24 00:00:00,0.0000
Death Cases,East Asia & Pacific,Thailand,2021-03-24 00:00:00,0.0000
Death Cases,Sub-Saharan Africa,Tanzania,2021-03-24 00:00:00,0.0000
Death Cases,Europe & Central Asia,Tajikistan,2021-03-24 00:00:00,0.0000
Death Cases,East Asia & Pacific,Taiwan,2021-03-24 00:00:00,0.0000
Death Cases,Middle East & North Africa,Syria,2021-03-24 00:00:00,12.0000
Death Cases,Europe & Central Asia,Switzerland,2021-03-24 00:00:00,29.0000
Death Cases,Europe & Central Asia,Sweden,2021-03-24 00:00:00,42.0000
Death Cases,Latin America & The Caribbean,Jamaica,2021-03-24 00:00:00,3.0000
Death Cases,Latin America & The Caribbean,Suriname,2021-03-24 00:00:00,0.0000
Death Cases,Sub-Saharan Africa,Sudan,2021-03-24 00:00:00,25.0000
Death Cases,South Asia,Sri Lanka,2021-03-24 00:00:00,0.0000
Death Cases,Europe & Central Asia,Spain,2021-03-24 00:00:00,0.0000
Death Cases,Sub-Saharan Africa,South Sudan,2021-03-24 00:00:00,1.0000
Death Cases,Sub-Saharan Africa,South Africa,2021-03-24 00:00:00,121.0000
Death Cases,Sub-Saharan Africa,Somalia,2021-03-24 00:00:00,0.0000
Death Cases,East Asia & Pacific,Solomon Islands,2021-03-24 00:00:00,0.0000
Death Cases,Europe & Central Asia,Slovenia,2021-03-24 00:00:00,9.0000
Death Cases,Europe & Central Asia,Slovakia,2021-03-24 00:00:00,71.0000
Death Cases,East Asia & Pacific,Singapore,2021-03-24 00:00:00,0.0000
Death Cases,Sub-Saharan Africa,Sierra Leone,2021-03-24 00:00:00,0.0000
Death Cases,Sub-Saharan Africa,Seychelles,2021-03-24 00:00:00,2.0000
Death Cases,Europe & Central Asia,Serbia,2021-03-24 00:00:00,37.0000
Death Cases,Sub-Saharan Africa,Senegal,2021-03-24 00:00:00,3.0000
Death Cases,Middle East & North Africa,Saudi Arabia,2021-03-24 00:00:00,6.0000
Death Cases,Sub-Saharan Africa,Sao Tome and Principe,2021-03-24 00:00:00,0.0000
Death Cases,Europe & Central Asia,San Marino,2021-03-24 00:00:00,2.0000
Death Cases,East Asia & Pacific,Samoa,2021-03-24 00:00:00,0.0000
Death Cases,Latin America & The Caribbean,Saint Vincent and the Grenadines,2021-03-24 00:00:00,1.0000
Death Cases,Latin America & The Caribbean,Saint Lucia,2021-03-24 00:00:00,1.0000
Death Cases,Latin America & The Caribbean,Saint Kitts and Nevis,2021-03-24 00:00:00,0.0000
Death Cases,Sub-Saharan Africa,Rwanda,2021-03-24 00:00:00,2.0000
Death Cases,Europe & Central Asia,Russia,2021-03-24 00:00:00,393.0000
Death Cases,Europe & Central Asia,Romania,2021-03-24 00:00:00,137.0000
Death Cases,Middle East & North Africa,Qatar,2021-03-24 00:00:00,3.0000
Death Cases,Europe & Central Asia,Portugal,2021-03-24 00:00:00,11.0000
Death Cases,Europe & Central Asia,Poland,2021-03-24 00:00:00,579.0000
Death Cases,East Asia & Pacific,Philippines,2021-03-24 00:00:00,47.0000
Death Cases,Latin America & The Caribbean,Peru,2021-03-24 00:00:00,0.0000
Death Cases,Latin America & The Caribbean,Paraguay,2021-03-24 00:00:00,51.0000
